word,count
weakened,4350
bus,4350
producing,4349
seems,4349
fun,4345
corner,4345
additionally,4344
improve,4342
earliest,4341
parties,4339
global,4338
guide,4337
winner,4335
function,4334
technical,4333
triple,4327
vietnam,4327
warning,4322
bottom,4321
routes,4321
threatened,4320
presidential,4320
1915,4319
divisions,4318
rural,4317
candidate,4316
retained,4309
dream,4309
combination,4303
ottoman,4301
sydney,4299
le,4298
lasted,4297
tell,4296
guy,4296
products,4294
engineer,4294
1977,4292
120,4289
poland,4287
1950,4285
sounds,4283
supplies,4274
fields,4272
adapted,4269
animated,4263
wings,4261
evil,4260
interior,4258
afterwards,4256
maryland,4255
engines,4252
delivered,4252
basic,4252
champions,4249
peninsula,4248
agency,4246
1963,4244
speaking,4243
replace,4241
filled,4239
downtown,4236
daniel,4233
stopped,4232
entitled,4231
affairs,4226
message,4224
1916,4223
indicated,4222
supporters,4222
extremely,4218
permanent,4217
citizens,4217
climate,4217
crash,4215
engineering,4214
architecture,4212
tail,4210
gay,4208
blues,4207
bit,4207
causes,4205
none,4203
heat,4203
contain,4198
deaths,4197
outer,4195
maintain,4194
moore,4192
flow,4192
proposal,4189
landfall,4189
importance,4188
premier,4186
700,4184
returns,4182
establish,4177
mulder,4177
mtv,4171
gordon,4170
express,4166
ratings,4166
typhoon,4165
knots,4164
towns,4164
ben,4162
composer,4158
code,4157
1919,4155
1962,4154
trust,4153
apart,4151
survived,4147
lb,4147
tanks,4144
origin,4143
mayor,4140
95,4140
aftermath,4134
52,4133
describing,4133
classical,4133
references,4131
writes,4130
sport,4123
bought,4122
concerns,4122
classification,4122
images,4120
hop,4119
streets,4117
ruled,4116
someone,4113
typical,4113
giant,4113
1938,4112
entering,4112
flat,4111
link,4109
studied,4099
arrested,4098
grounds,4096
portrayed,4095
represent,4094
decline,4093
voted,4089
rich,4086
sam,4084
reduce,4083
transfer,4082
51,4082
universe,4082
recalled,4080
cd,4079
armor,4078
hull,4074
eleven,4073
purchase,4070
corporation,4069
secure,4066
capable,4065
ago,4063
siege,4062
feeling,4060
grey,4058
cap,4056
alliance,4053
owner,4051
objects,4050
d.,4049
nomination,4049
recognition,4043
sessions,4043
85,4041
driving,4041
talk,4039
equipped,4037
drug,4037
thousands,4035
ones,4033
offers,4033
identity,4031
funds,4030
noting,4029
historians,4029
concerned,4028
anniversary,4026
finals,4025
meters,4024
decades,4022
inner,4022
1930s,4021
crossed,4021
debate,4021
1956,4021
consisting,4020
chapter,4018
firm,4018
recommended,4016
connection,4014
medieval,4013
distinct,4009
programme,4009
invited,4008
interested,4008
roof,4007
snow,4005
egypt,4003
installed,4002
breaking,4001
considerable,4001
starts,3997
tony,3997
ss,3997
arsenal,3994
academic,3994
establishment,3989
dates,3988
colony,3988
hills,3985
adams,3985
1936,3983
enemies,3979
styles,3978
cruiser,3978
charged,3978
duties,3976
remainder,3975
bart,3975
drop,3974
labour,3971
rome,3968
path,3967
sequel,3966
worth,3966
utc,3964
widespread,3962
ready,3953
communist,3953
promote,3950
ign,3950
1920,3945
hamilton,3941
conservative,3941
admitted,3938
continuing,3934
slowly,3932
1961,3929
aspects,3927
departure,3927
occasionally,3925
classes,3922
spot,3912
animation,3911
rank,3910
alan,3910
1953,3908
accident,3908
electronic,3908
beautiful,3904
resources,3901
orchestra,3899
nba,3897
destruction,3896
wearing,3896
emergency,3895
posted,3895
transportation,3890
sunday,3890
actual,3889
assistance,3887
kennedy,3887
happy,3886
howard,3885
indiana,3882
occurs,3876
vessels,3875
wwe,3874
universal,3873
certified,3869
income,3866
1930,3866
contest,3866
skin,3865
bush,3865
dated,3864
memory,3862
hitler,3861
populations,3861
attached,3860
scully,3859
demand,3858
broad,3857
depth,3856
measure,3854
1947,3854
sale,3850
properties,3849
passage,3847
sky,3846
chorus,3844
passengers,3844
l.,3839
equivalent,3838
1958,3837
shots,3837
17th,3834
parallel,3833
oldest,3833
simon,3833
involving,3833
environmental,3828
terminus,3827
heritage,3823
1957,3817
settled,3817
mean,3813
ride,3813
counter,3812
trail,3812
obtained,3811
adventure,3807
1937,3806
rescue,3805
dynasty,3803
accused,3802
chapel,3801
finishing,3801
'd,3801
exist,3798
derived,3797
shore,3796
ryan,3794
charges,3792
incorporated,3790
junction,3789
favorite,3788
reviewers,3787
replacement,3783
crisis,3781
ninth,3779
worst,3777
committed,3776
hosted,3776
missions,3774
credit,3774
cleveland,3772
douglas,3771
illinois,3767
mix,3766
sell,3766
kings,3764
bringing,3764
4th,3763
vehicle,3762
banks,3756
andy,3755
assumed,3753
princess,3753
denied,3751
1959,3750
ed,3750
”,3747
moves,3746
54,3746
circulation,3746
rooms,3745
dean,3744
holy,3744
representatives,3739
unusual,3736
colonial,3736
breed,3733
mediterranean,3731
pope,3729
commanded,3728
equal,3727
strongly,3726
kent,3726
clubs,3724
seeing,3724
kevin,3724
matt,3722
ill,3722
pictures,3721
theater,3721
magic,3716
surviving,3715
begun,3715
completion,3714
tunnel,3714
characteristics,3713
1955,3711
beatles,3711
materials,3710
tag,3709
reality,3707
1954,3707
“,3707
roger,3706
isbn,3706
norwegian,3706
bruce,3703
stanley,3702
costs,3702
wickets,3701
labor,3697
possibility,3697
albert,3695
methods,3694
sailed,3693
outstanding,3693
door,3692
responsibility,3691
tied,3691
fund,3687
gate,3687
fly,3685
rapid,3679
everyone,3677
fashion,3677
survey,3675
bristol,3672
passenger,3671
driven,3669
adam,3667
opposite,3662
differences,3660
56,3657
missed,3656
representative,3655
atmosphere,3654
conservation,3653
scheme,3653
carrier,3653
lisa,3650
habitat,3649
korea,3646
thereafter,3645
philip,3645
squad,3643
mexican,3640
×,3640
recovered,3639
otherwise,3638
senator,3638
manner,3637
massive,3635
circuit,3632
knight,3632
funding,3631
throne,3630
praise,3630
battleship,3627
strategy,3626
raw,3626
attributed,3624
gray,3623
platinum,3622
desire,3617
stayed,3614
serves,3614
pattern,3613
fruit,3613
emerged,3611
fear,3611
retirement,3611
oregon,3611
communities,3609
step,3609
effectively,3609
liberal,3609
classified,3603
ministry,3602
adults,3599
1952,3598
cancer,3598
aboard,3596
musicians,3593
regularly,3589
orange,3588
mobile,3588
crosses,3587
robinson,3586
documentary,3585
accounts,3583
elections,3583
solar,3579
stock,3577
weak,3577
premiere,3576
underground,3570
1933,3569
falling,3569
attracted,3568
punk,3568
chemical,3565
circle,3564
submarine,3563
trials,3562
forming,3562
inspiration,3561
stood,3561
reform,3559
nelson,3556
racing,3554
lies,3553
races,3553
movements,3549
battleships,3544
audio,3544
injuries,3543
votes,3543
angle,3541
batting,3541
norman,3540
grow,3538
needs,3536
fair,3534
prey,3534
raise,3534
1910,3530
separated,3527
1935,3527
patrick,3525
relative,3521
romantic,3514
1949,3513
pitch,3510
temporary,3509
1951,3509
segment,3505
factor,3505
difficulty,3503
touchdown,3503
53,3500
distinguished,3500
parks,3500
seemed,3497
delayed,3496
requested,3496
plane,3496
kong,3494
toronto,3493
facility,3493
restored,3491
surrounded,3490
faith,3490
destroy,3489
standards,3487
gets,3485
shark,3484
authors,3483
13th,3483
byzantine,3483
behavior,3482
accept,3481
belt,3480
claiming,3479
hoped,3478
rivers,3478
elsewhere,3478
sweden,3476
francis,3475
bridges,3475
netherlands,3473
penalty,3471
convection,3470
reviewer,3469
else,3464
fit,3464
temperatures,3464
truth,3463
brain,3462
76,3461
meets,3460
convinced,3459
examples,3458
stands,3458
16th,3458
greatly,3456
internet,3456
monument,3454
morgan,3453
childhood,3451
moderate,3451
jews,3451
cathedral,3451
concern,3450
publishing,3449
jeff,3447
involvement,3444
painted,3442
hunting,3440
solid,3436
shoot,3435
courts,3431
chain,3429
wooden,3427
hundreds,3426
vision,3425
spoke,3425
battles,3424
adaptation,3422
immediate,3422
scholars,3420
recordings,3420
ages,3419
eggs,3419
cycle,3418
criminal,3417
7th,3415
rival,3415
anyone,3413
arm,3412
ford,3411
techniques,3409
tries,3407
appearing,3402
learning,3402
t.,3400
encouraged,3399
somewhat,3398
bear,3396
welsh,3396
acid,3395
suffering,3392
formal,3391
66,3391
measures,3390
shell,3388
respect,3388
graphics,3386
poetry,3386
croatian,3385
determine,3380
legislation,3380
fa,3380
dismissed,3377
5th,3375
jordan,3373
dating,3372
partner,3371
max,3371
journalist,3371
interests,3370
ensure,3370
facing,3369
fictional,3369
attempting,3366
whereas,3366
anne,3366
easy,3365
fighters,3359
convoy,3356
fitted,3355
thompson,3355
assist,3350
limit,3348
jazz,3348
trophy,3346
kelly,3345
puerto,3343
starred,3342
bears,3341
attacking,3340
consider,3337
formerly,3335
attend,3333
russell,3331
visible,3331
horror,3331
commonwealth,3329
questions,3329
closer,3328
6th,3327
biggest,3326
township,3326
allen,3325
conclusion,3323
spears,3322
absence,3321
productions,3316
extreme,3316
hungarian,3315
influences,3314
modified,3310
suggest,3308
alien,3308
'll,3307
card,3306
deemed,3303
poet,3303
instruments,3300
narrow,3300
walk,3299
apparently,3294
premiered,3294
1913,3293
ward,3290
parker,3290
jane,3290
outbreak,3289
constant,3289
landed,3286
holds,3286
laboratory,3285
thousand,3284
novels,3284
58,3284
batman,3284
nfl,3283
narrative,3281
wright,3281
controversial,3280
wins,3280
twin,3279
surrender,3278
favor,3278
carter,3277
longest,3277
dam,3277
distributed,3276
1927,3275
territories,3275
operate,3272
1926,3271
leads,3271
chamber,3271
gallery,3269
legend,3268
victims,3265
raid,3265
attorney,3262
arrangement,3262
bronze,3261
conduct,3260
trained,3259
send,3258
mine,3258
arab,3258
creative,3255
colour,3254
visitors,3252
miss,3252
restoration,3252
1921,3251
lay,3251
unsuccessful,3251
evolution,3249
12th,3248
weekend,3248
releases,3246
representing,3244
files,3244
believes,3242
1934,3239
depicted,3239
influential,3239
dna,3238
owners,3238
coins,3237
eric,3237
basin,3235
looked,3233
dominated,3233
del,3230
mainstream,3229
churches,3228
secured,3228
raaf,3228
resolution,3226
notably,3220
informed,3218
count,3218
brand,3217
videos,3217
casting,3214
1912,3213
morris,3213
watching,3212
houston,3211
sees,3210
giants,3207
maria,3204
comics,3204
offices,3202
indians,3202
murray,3202
harbor,3201
ross,3200
cemetery,3200
swedish,3199
deployed,3198
apparent,3197
languages,3196
relationships,3193
g.,3192
62,3189
legs,3189
exit,3188
driver,3188
guardian,3187
1932,3186
housing,3186
santa,3183
testing,3181
hearing,3180
device,3180
opponents,3179
parish,3178
folk,3176
object,3175
achieve,3172
skills,3171
roll,3168
suit,3166
operational,3166
impressed,3165
generated,3165
cabinet,3165
intense,3164
warner,3164
garrison,3163
drums,3162
reportedly,3161
factors,3160
fresh,3159
jason,3158
110,3157
happened,3156
agents,3156
57,3156
dialogue,3156
simpson,3156
defend,3155
maintenance,3155
spin,3155
successor,3149
un,3148
employees,3147
footage,3147
berlin,3147
anthony,3146
experiences,3145
speak,3143
emotional,3142
tone,3140
detroit,3131
gaga,3131
croatia,3130
agricultural,3128
negotiations,3127
defended,3127
fishing,3127
72,3125
scientists,3125
teeth,3125
abbey,3125
raf,3123
dan,3123
revolutionary,3122
1929,3121
rising,3121
jay,3121
executed,3118
firing,3114
superior,3113
discussed,3113
1911,3110
salt,3110
normally,3107
p,3106
treated,3106
personality,3106
retreat,3103
f.,3103
lose,3102
desert,3100
window,3099
format,3098
enters,3097
tribute,3094
repeated,3094
israel,3094
register,3093
interstate,3092
afternoon,3091
en,3088
ex,3087
radar,3087
drawing,3086
learn,3085
1931,3085
residential,3085
warm,3084
nbc,3083
exception,3082
melbourne,3082
1922,3079
storms,3079
jesus,3078
vessel,3077
difference,3077
flew,3077
130,3076
resigned,3076
detailed,3075
tall,3075
clinton,3074
require,3070
asian,3070
origins,3070
formally,3069
nielsen,3067
aged,3066
technique,3066
59,3065
pick,3063
prevented,3063
goods,3063
reveals,3062
preferred,3062
address,3062
militia,3061
pushed,3057
keeping,3053
arriving,3051
huge,3051
carbon,3051
exposed,3049
zero,3048
isolated,3047
xbox,3047
organizations,3046
partly,3040
quick,3040
dragon,3040
61,3039
weapon,3038
moments,3038
stewart,3038
substantial,3036
alex,3036
sisters,3035
add,3035
muslim,3031
forty,3030
founder,3029
900,3026
turkish,3025
departed,3024
linked,3020
dangerous,3019
continental,3019
factory,3019
austria,3018
designer,3017
remix,3016
sarah,3013
existed,3011
brazil,3010
belief,3009
greece,3008
lennon,3008
colorado,3007
impossible,3007
ranking,3007
periods,3007
fifteen,3007
wedding,3004
bound,3004
extent,3003
occupation,3002
concerts,3002
participate,3001
sing,3000
instance,2997
flood,2997
pointed,2996
dramatic,2993
seeking,2992
cruisers,2991
trek,2991
armament,2989
